order_item_id,order_id,product_id,sales,quantity,discount,profit
7425,SF-2014-5070,TEC-NOK-10001678,339.18,2,0.0,67.8
7426,MX-2014-154739,FUR-BO-10002679,333.6,4,0.0,106.72
7427,IN-2012-38447,FUR-CH-10001138,375.6069,3,0.27,71.9469
7428,IN-2011-16236,OFF-ST-10003020,409.26,2,0.0,102.3
7429,TZ-2014-2790,TEC-CIS-10001661,273.456,2,0.1,-12.204
7430,IN-2013-76352,TEC-MA-10000199,747.0,4,0.4,-435.84
7431,IN-2014-60840,TEC-CO-10001482,245.22,2,0.0,31.86
7432,CA-2011-162278,TEC-PH-10000526,383.96,5,0.2,38.396
7433,CA-2014-126914,FUR-CH-10000847,698.352,3,0.2,52.3764
7434,GV-2013-800,TEC-BRO-10003555,291.0,2,0.0,17.46
7435,CA-2013-139395,TEC-PH-10002103,657.93,7,0.0,184.2204
7436,CM-2013-4490,OFF-ELD-10002297,395.82,2,0.0,39.54
7437,MX-2011-116393,FUR-CH-10001490,920.4,3,0.0,395.76
7438,MX-2011-135594,OFF-AP-10004063,718.72,2,0.0,301.84
7439,ES-2012-3054287,OFF-AP-10003298,377.46,6,0.1,129.96
7440,ES-2014-1666831,TEC-AC-10001056,517.92,2,0.0,243.42
7441,IN-2011-82666,OFF-ST-10000003,330.84,6,0.0,102.42
7442,CA-2012-130113,TEC-PH-10003505,668.16,9,0.2,75.168
7443,CA-2013-137043,FUR-FU-10003664,286.38,3,0.0,83.0502
7444,ES-2014-1648769,OFF-AR-10004492,322.2,6,0.0,25.74
7445,CG-2013-3910,OFF-ROG-10002294,284.16,2,0.0,45.42
7446,ES-2012-1340804,FUR-BO-10001621,326.835,3,0.1,116.145
7447,MX-2013-107405,TEC-PH-10002387,486.6,5,0.0,209.2
7448,ES-2011-2242689,OFF-ST-10004695,617.895,5,0.1,205.845
7449,IV-2013-9500,OFF-ROG-10003898,423.3,2,0.0,186.24
7450,US-2013-138380,TEC-CO-10003370,311.29488,6,0.402,-63.58512
7451,IN-2012-78333,FUR-BO-10001708,454.5,3,0.0,90.9
7452,ES-2014-5272251,FUR-CH-10002782,422.928,1,0.1,4.698
7453,UP-2014-2460,TEC-KON-10004735,694.32,4,0.0,180.48
7454,IN-2014-53252,TEC-AC-10000221,581.55,5,0.0,122.1
7455,IN-2013-22438,FUR-CH-10001477,215.64,4,0.0,92.64
7456,MO-2013-6910,OFF-HAM-10003663,541.77,1,0.0,200.43
7457,MX-2011-135573,FUR-FU-10004790,344.0,10,0.0,79.0
7458,MX-2014-113369,FUR-TA-10002982,254.19,5,0.7,-245.81
7459,ES-2014-5861616,TEC-MA-10000461,524.178,2,0.15,-24.702
7460,JO-2014-5980,FUR-ELD-10001163,918.96,8,0.0,128.64
7461,ES-2012-2555687,FUR-FU-10000468,973.35,9,0.0,106.92
7462,ES-2014-3853688,FUR-BO-10001010,560.655,5,0.1,118.305
7463,IT-2013-4891100,OFF-AP-10002330,543.09,2,0.5,-130.35
7464,ID-2012-14262,TEC-AC-10002533,206.28,2,0.1,13.74
7465,CA-2011-126760,FUR-CH-10003312,674.352,3,0.2,-109.5822
7466,SF-2014-8830,OFF-FEL-10002658,113.82,2,0.0,46.62
7467,ES-2013-2155035,OFF-AR-10002681,304.38,6,0.0,97.38
7468,US-2011-141257,FUR-CH-10002758,585.552,3,0.2,73.194
7469,CA-2011-162089,OFF-EN-10002230,335.72,5,0.2,113.3055
7470,MX-2014-107832,TEC-AC-10001765,228.78,3,0.0,11.4
7471,CA-2013-163328,FUR-CH-10000229,650.352,3,0.2,-97.5528
7472,IN-2012-25238,FUR-BO-10003887,613.224,4,0.1,-40.896
7473,IN-2014-48625,TEC-PH-10004618,519.48,4,0.0,93.48
7474,CA-2011-166954,OFF-AP-10001391,270.72,3,0.0,78.5088
7475,ES-2013-3706388,OFF-AP-10003909,387.96,4,0.0,147.36
7476,IN-2014-54197,TEC-CO-10002197,382.14,2,0.0,145.2
7477,US-2011-134054,OFF-AR-10000937,255.85,7,0.0,112.574
7478,ES-2014-5334183,TEC-PH-10003960,369.9,3,0.0,92.43
7479,MX-2013-155635,OFF-ST-10004835,454.6,5,0.0,22.7
7480,ID-2014-49948,TEC-CO-10001166,230.5098,2,0.07,9.8898
7481,ES-2014-4598380,OFF-ST-10002175,559.872,3,0.1,43.542
7482,RO-2012-2660,FUR-HON-10001689,459.39,1,0.0,0.0
7483,ES-2012-4656026,TEC-CO-10002242,771.72,4,0.0,185.16
7484,CA-2014-146164,FUR-TA-10004915,607.52,2,0.0,97.2032
7485,IN-2012-10034,OFF-AP-10001299,837.63,3,0.0,376.92
7486,IN-2011-61960,FUR-BO-10002682,595.92,4,0.0,71.4
7487,CA-2011-132962,TEC-AC-10004353,252.0,5,0.2,53.55
7488,MX-2014-106964,OFF-ST-10004532,447.2,5,0.0,147.5
7489,ES-2014-3182169,TEC-CO-10000854,576.72,4,0.0,28.8
7490,CA-2013-114727,FUR-CH-10002331,854.352,3,0.2,10.6794
7491,ES-2014-4857180,TEC-CO-10001628,478.56,4,0.0,239.28
7492,IN-2012-54351,OFF-ST-10002395,634.95,3,0.0,279.36
7493,MZ-2012-5750,TEC-CAN-10001853,633.18,2,0.0,75.96
7494,TU-2013-7040,OFF-TEN-10002835,327.408,4,0.6,-262.032
7495,MX-2013-166443,TEC-MA-10003757,703.04,4,0.0,351.52
7496,ES-2013-5523206,TEC-MA-10003923,615.15,5,0.0,24.6
7497,CA-2013-131499,OFF-AP-10003779,207.48,1,0.0,62.244
7498,IT-2013-4213400,TEC-CO-10000119,271.242,1,0.1,-30.138
7499,IN-2014-74406,TEC-CO-10003924,862.812,3,0.1,277.992
7500,UP-2014-5190,OFF-HON-10002389,157.5,14,0.0,28.14
7501,IN-2011-26057,FUR-CH-10004491,340.86,2,0.0,122.7
7502,CA-2011-103366,TEC-AC-10003628,149.95,5,0.0,65.978
7503,CA-2012-126739,FUR-CH-10000422,327.564,4,0.1,21.8376
7504,US-2011-144078,OFF-AP-10003588,1054.02,5,0.4,-316.28
7505,MX-2014-146955,OFF-EN-10002122,108.56,4,0.0,24.96
7506,ES-2012-1841367,TEC-PH-10004450,625.3875,9,0.15,29.2275
7507,IN-2014-58138,TEC-PH-10004544,350.406,3,0.1,66.186
7508,IT-2014-2851933,TEC-PH-10002419,545.094,11,0.4,-72.996
7509,IN-2014-74672,TEC-AC-10003989,172.62,3,0.0,58.68
7510,IN-2013-41198,TEC-MA-10003975,161.94,2,0.0,74.46
7511,CA-2013-100300,OFF-AP-10001242,241.44,3,0.0,72.432
7512,IN-2012-31272,FUR-FU-10002362,135.09,4,0.25,28.77
7513,IN-2014-21171,FUR-BO-10002000,822.42,2,0.0,123.36
7514,ID-2013-82932,OFF-EN-10002061,320.544,14,0.4,-5.376
7515,CA-2012-140921,TEC-AC-10004901,149.97,3,0.0,50.9898
7516,ES-2014-3088059,TEC-MA-10002779,354.15,3,0.0,173.52
7517,IN-2012-74049,FUR-BO-10002444,780.3,2,0.0,257.46
7518,RO-2014-6900,OFF-BRE-10003558,517.47,1,0.0,103.47
7519,MX-2011-165834,FUR-CH-10001270,847.872,12,0.2,222.432
7520,ES-2012-5972682,TEC-MA-10002864,215.475,5,0.15,-33.075
7521,ES-2014-3319612,TEC-CO-10003228,1843.17,7,0.0,36.75
7522,US-2014-124779,TEC-CO-10001943,319.984,2,0.2,107.9946
7523,MX-2014-166541,TEC-PH-10001264,405.12,4,0.0,52.64
7524,MX-2011-135783,FUR-BO-10004113,699.744,4,0.4,81.584
7525,MX-2014-134719,TEC-MA-10001859,358.0,2,0.0,110.96
7526,IN-2013-70297,OFF-ST-10004060,621.99,3,0.0,267.39
7527,MX-2014-151323,TEC-PH-10002292,204.16,2,0.0,79.6
7528,IN-2014-75204,OFF-AR-10003957,228.285,5,0.1,40.485
7529,US-2013-164189,TEC-PH-10003691,403.168,4,0.2,25.198
7530,ES-2012-4594958,TEC-CO-10003228,447.627,2,0.15,-68.493
7531,MX-2011-118136,TEC-PH-10004888,222.56,2,0.0,109.04
7532,ES-2012-1211810,OFF-ST-10002175,559.872,3,0.1,43.542
7533,US-2014-118598,TEC-PH-10002583,119.94,6,0.0,5.997
7534,CA-2014-159506,OFF-BI-10004519,497.94,3,0.0,224.073
7535,MX-2012-105032,FUR-FU-10002422,271.46,7,0.0,10.78
7536,MX-2014-149748,OFF-ST-10002251,189.7,5,0.0,94.8
7537,ID-2014-68099,FUR-BO-10004806,582.894,6,0.35,26.874
7538,IN-2014-86663,FUR-TA-10002935,320.37,1,0.0,32.01
7539,ES-2011-1406120,FUR-CH-10002335,219.834,3,0.1,90.324
7540,ES-2013-3568872,TEC-AC-10003506,512.28,2,0.0,204.9
7541,IN-2011-30040,OFF-AP-10002104,925.92,3,0.0,101.79
7542,ID-2013-52643,OFF-AP-10001956,430.5708,1,0.17,134.8608
7543,MG-2014-1310,FUR-OFF-10001552,346.14,6,0.0,17.28
7544,MX-2014-144813,FUR-CH-10000265,273.24,6,0.0,62.76
7545,CA-2014-100622,TEC-CO-10003236,959.984,2,0.2,311.9948
7546,SF-2013-2060,TEC-EPS-10002920,259.77,1,0.0,54.54
7547,ES-2012-4435180,TEC-CO-10001008,574.02,3,0.0,269.73
7548,SF-2014-3260,FUR-BUS-10004820,415.2,1,0.0,20.76
7549,ES-2014-5664853,FUR-BO-10001155,283.8,2,0.0,45.36
7550,IN-2011-43634,FUR-BO-10003086,362.5047,1,0.07,74.0547
7551,IT-2014-2449347,TEC-CO-10004089,262.14,2,0.5,-214.98
7552,CA-2014-167913,OFF-ST-10000585,330.4,2,0.0,85.904
7553,CA-2013-119165,FUR-CH-10000988,492.835,5,0.3,-14.081
7554,ES-2012-1484906,OFF-AP-10001776,505.17,2,0.1,-22.47
7555,AO-2014-4830,OFF-FEL-10001405,275.58,2,0.0,35.82
7556,GG-2014-4090,TEC-HEW-10004833,600.48,4,0.0,84.0
7557,MX-2011-123995,FUR-BO-10002679,250.2,3,0.0,80.04
7558,CA-2011-164469,TEC-PH-10002115,263.96,5,0.2,19.797
7559,MX-2012-160423,FUR-CH-10001130,607.9,5,0.0,79.0
7560,US-2011-128776,FUR-CH-10004725,276.912,9,0.2,-10.548
7561,MX-2012-148187,TEC-CO-10003318,888.14016,9,0.002,256.16016
7562,US-2013-132437,FUR-CH-10001130,218.844,3,0.4,-98.496
7563,MX-2013-129322,FUR-BO-10003530,453.84,4,0.0,45.36
7564,IN-2014-30516,FUR-CH-10000294,521.82,3,0.0,114.75
7565,CA-2013-144939,FUR-CH-10003199,599.292,6,0.1,93.2232
7566,CA-2013-118759,FUR-CH-10002335,408.006,2,0.1,72.5344
7567,CA-2014-133249,FUR-FU-10001588,145.9,5,0.0,62.737
7568,CA-2012-121783,OFF-ST-10000078,795.51,3,0.0,143.1918
7569,ID-2013-66125,OFF-ST-10004837,575.64,5,0.1,-25.71
7570,IN-2011-82330,FUR-BO-10001309,411.75,1,0.0,86.46
7571,IN-2014-29256,FUR-CH-10001664,486.09,3,0.0,106.92
7572,MX-2011-120418,FUR-BO-10004407,566.0,5,0.0,84.9
7573,ID-2014-52902,TEC-AC-10001312,327.4446,14,0.47,-92.9754
7574,ES-2013-1209595,TEC-PH-10004450,408.75,5,0.0,77.55
7575,MX-2012-156678,TEC-PH-10001587,152.22,3,0.0,25.86
7576,MX-2011-126949,OFF-PA-10004294,182.88,9,0.0,3.6
7577,ES-2014-4535588,TEC-CO-10002326,263.58,2,0.5,-131.82
7578,IT-2012-1651208,FUR-CH-10001429,835.056,2,0.1,-27.864
7579,IN-2014-34009,TEC-MA-10001475,298.566,3,0.1,43.056
7580,CA-2011-135608,FUR-CH-10002602,603.92,5,0.2,45.294
7581,ES-2014-2707054,TEC-CO-10002916,300.24,2,0.0,42.0
7582,CA-2011-154669,OFF-ST-10000532,423.28,11,0.0,110.0528
7583,CA-2011-158281,TEC-MA-10002210,559.71,3,0.4,-121.2705
7584,CA-2011-168984,OFF-ST-10001097,669.08,5,0.2,-167.27
7585,MX-2011-111059,FUR-CH-10003941,728.832,3,0.2,18.192
7586,IN-2014-22340,OFF-PA-10000026,221.94,5,0.1,19.59
7587,MX-2011-114685,TEC-PH-10000599,339.36,3,0.0,152.7
7588,IT-2014-2810229,TEC-MA-10003198,228.42,3,0.1,63.45
7589,ES-2012-1607446,FUR-BO-10001873,466.722,3,0.1,-25.938
7590,IN-2013-24790,TEC-CO-10000972,302.832,2,0.1,121.092
7591,MX-2011-116218,FUR-TA-10002982,406.704,3,0.2,106.704
7592,US-2011-115077,OFF-AP-10002425,532.864,2,0.2,-13.336
7593,CA-2014-121293,OFF-ST-10000060,259.92,5,0.2,-25.992
7594,MX-2014-107986,FUR-CH-10001647,216.04,2,0.0,21.6
7595,ES-2012-1874747,FUR-BO-10000936,856.35,5,0.0,154.05
7596,CA-2011-166191,TEC-AC-10004659,408.744,7,0.2,76.6395
7597,AJ-2013-2640,OFF-WIL-10003299,394.56,8,0.0,43.2
7598,IN-2011-54120,FUR-CH-10002117,244.26,3,0.0,92.79
7599,MX-2014-113586,FUR-TA-10003171,358.88,2,0.2,49.32
7600,ES-2013-5979288,FUR-TA-10003030,176.1435,1,0.35,8.1135
7601,ES-2014-4535588,OFF-AR-10000184,144.585,9,0.5,-0.135
7602,IT-2012-5346950,OFF-ST-10004267,462.348,4,0.1,-46.332
7603,ES-2014-2769035,FUR-CH-10002288,355.968,8,0.1,-11.952
7604,ID-2011-79341,OFF-ST-10000078,119.52,3,0.17,-14.4
7605,ES-2014-5513140,OFF-AR-10001529,139.65,5,0.0,15.3
7606,IN-2012-50886,OFF-AP-10004494,237.3219,3,0.17,-37.1781
7607,CA-2014-4510,TEC-CIS-10002598,364.14,2,0.0,80.1
7608,MX-2014-140438,FUR-CH-10000843,309.12,1,0.0,27.82
7609,MX-2014-135202,FUR-BO-10001356,731.82,3,0.0,146.34
7610,ES-2013-5911126,TEC-PH-10003137,355.3425,3,0.15,62.6625
7611,ES-2014-3535439,OFF-ST-10000288,374.058,2,0.1,141.258
7612,IN-2014-24734,TEC-CO-10001166,247.86,2,0.0,27.24
7613,CA-2012-135853,TEC-PH-10003691,125.99,1,0.0,31.4975
7614,CA-2014-103968,FUR-FU-10003394,629.64,9,0.0,107.0388
7615,BU-2012-7140,TEC-HP -10003345,684.36,4,0.0,266.88
7616,US-2012-139185,TEC-CO-10001309,757.8454,5,0.402,-471.4546
7617,MX-2014-125661,TEC-PH-10001427,594.22,11,0.0,148.5
7618,MX-2013-141446,TEC-CO-10004152,342.5136,4,0.002,61.0736
7619,IR-2014-7020,OFF-FEL-10004016,231.36,4,0.0,85.56
7620,ES-2013-1169960,OFF-ST-10003995,575.64,5,0.1,51.09
7621,ES-2014-5688470,OFF-BI-10004220,145.8,5,0.0,42.15
7622,IN-2012-84808,TEC-CO-10004394,756.6,2,0.0,30.24
7623,MX-2011-131709,FUR-CH-10002653,688.32,9,0.2,0.0
7624,CA-2014-132234,FUR-FU-10001290,547.3,13,0.0,175.136
7625,US-2013-127971,FUR-CH-10003774,318.43,5,0.3,-77.333
7626,ES-2014-2623115,TEC-CO-10001008,574.02,3,0.0,269.73
7627,CA-2013-162390,OFF-BI-10004318,968.744,7,0.2,314.8418
7628,ES-2012-3290251,FUR-BO-10004704,250.68,2,0.0,120.3
7629,IN-2014-66797,FUR-TA-10002095,429.7293,3,0.47,-348.6807
7630,IN-2013-41100,TEC-CO-10001382,497.16,4,0.0,154.08
7631,IN-2014-20870,TEC-CO-10003982,507.6,4,0.0,218.16
7632,IT-2012-2478809,OFF-ST-10002566,609.66,6,0.5,-231.84
7633,IN-2014-24447,TEC-CO-10003702,264.492,2,0.1,114.612
7634,IN-2014-28388,FUR-CH-10000025,901.908,7,0.1,100.128
7635,RS-2011-5130,TEC-SAM-10000779,139.44,1,0.0,57.15
7636,CA-2014-157413,OFF-ST-10002756,324.744,3,0.2,-77.1267
7637,CA-2012-220,OFF-ROG-10002132,848.4,4,0.0,322.32
7638,ES-2014-2658079,OFF-ST-10004855,537.03,3,0.1,107.37
7639,ES-2013-2005146,OFF-ST-10002566,365.796,2,0.1,85.296
7640,IN-2012-53434,OFF-EN-10000615,356.13,9,0.0,42.66
7641,ES-2012-1724662,OFF-ST-10000624,693.198,6,0.1,253.998
7642,ES-2013-3159008,TEC-MA-10004609,793.6875,3,0.15,-18.7425
7643,MX-2011-150385,TEC-AC-10002159,490.26,5,0.4,32.66
7644,CA-2014-135307,FUR-FU-10001290,126.3,3,0.0,40.416
7645,MX-2013-127880,OFF-AP-10000407,1762.3,5,0.0,475.8
7646,ES-2014-5334183,OFF-ST-10002900,394.98,2,0.0,35.52
7647,ID-2014-72208,TEC-MA-10000605,423.1755,3,0.17,35.6355
7648,ID-2011-56493,OFF-ST-10002161,162.72,3,0.0,68.31
7649,ID-2014-29004,FUR-FU-10000666,263.736,3,0.2,23.076
7650,MX-2014-124800,TEC-CO-10001580,341.55552,4,0.002,115.63552
7651,ID-2014-35052,TEC-MA-10000473,486.1725,5,0.17,128.7225
7652,ES-2013-1398212,OFF-ST-10004489,535.815,3,0.1,208.305
7653,SG-2014-8980,TEC-SHA-10001309,295.29,1,0.0,0.0
7654,ES-2013-1715609,TEC-MA-10001934,215.322,1,0.15,70.902
7655,ES-2011-3259196,OFF-AR-10000319,157.86,3,0.0,29.97
7656,IN-2013-21003,TEC-AC-10004012,511.29,13,0.0,214.5
7657,US-2011-155383,FUR-BO-10004504,541.44,8,0.4,-189.6
7658,ES-2013-3711605,TEC-MA-10000002,306.126,3,0.4,-30.654
7659,IN-2012-55737,TEC-MA-10000768,505.08,3,0.0,15.12
7660,ID-2013-21290,FUR-CH-10000027,670.14,2,0.27,-128.52
7661,MX-2014-136175,TEC-AC-10001948,333.36,9,0.0,49.86
7662,CA-2012-123673,TEC-PH-10001809,299.9,2,0.0,74.975
7663,CA-2013-127761,TEC-PH-10003691,881.93,7,0.0,220.4825
7664,ID-2014-38944,TEC-CO-10004507,533.2527,3,0.07,206.3727
7665,SG-2014-5870,OFF-STA-10003756,266.58,6,0.0,87.84
7666,MX-2013-122084,TEC-PH-10000693,739.8,9,0.0,29.52
7667,ID-2011-57396,TEC-MA-10004023,643.8393,9,0.17,232.6293
7668,US-2014-152919,FUR-BO-10002766,330.144,2,0.4,-198.096
7669,ES-2014-2192694,OFF-ST-10000922,507.84,4,0.0,10.08
7670,ID-2013-19960,TEC-CO-10003354,414.102,2,0.35,-31.878
7671,CG-2014-8750,FUR-SAU-10003872,391.86,2,0.0,90.12
7672,ES-2013-4987230,TEC-MA-10004198,430.575,5,0.5,-103.425
7673,ES-2014-2518452,TEC-PH-10000309,736.8225,5,0.15,207.9225
7674,MX-2012-111430,TEC-CO-10001234,380.36388,3,0.402,-192.09612
7675,MX-2014-106964,FUR-CH-10004755,657.84,6,0.0,236.76
7676,ES-2013-4513317,OFF-AR-10001529,167.58,6,0.0,18.36
7677,ES-2011-5796288,OFF-ST-10002354,1240.974,7,0.1,137.844
7678,MX-2012-120236,OFF-ST-10002561,844.02,9,0.0,33.66
7679,MX-2013-121748,OFF-AR-10000481,140.96,8,0.0,54.88
7680,ES-2011-2231102,FUR-CH-10000807,479.196,4,0.1,202.236
7681,ES-2013-3149063,OFF-AR-10002805,194.4,4,0.0,83.52
7682,IN-2014-65243,TEC-AC-10002833,235.92,8,0.0,51.84
7683,ID-2014-33659,FUR-FU-10002890,546.3612,7,0.27,-104.8488
7684,MX-2012-104031,OFF-BI-10003709,403.68,12,0.0,36.24
7685,CA-2013-136231,TEC-PH-10002660,108.784,2,0.2,6.799
7686,CA-2014-125913,FUR-TA-10001520,399.672,7,0.2,-14.9877
7687,CA-2013-160717,TEC-PH-10001760,477.6,3,0.2,161.19
7688,CA-2012-114811,TEC-PH-10004165,549.98,2,0.0,142.9948
7689,CA-2013-1620,OFF-KIT-10003611,570.15,1,0.0,159.63
7690,US-2013-102379,FUR-BO-10003499,437.688,3,0.4,-248.052
7691,ES-2012-5016521,TEC-CO-10004664,1165.68,8,0.0,58.08
7692,MX-2013-121846,TEC-PH-10002708,410.5,5,0.0,65.6
7693,MX-2014-142643,OFF-AP-10002681,722.36,2,0.0,50.56
7694,US-2013-131975,TEC-CO-10001893,576.7112,4,0.402,-50.1688
7695,IN-2014-27303,FUR-BO-10002390,362.85,1,0.0,32.64
7696,CA-2011-139598,OFF-ST-10001370,227.136,4,0.2,-42.588
7697,CA-2013-162943,FUR-CH-10001708,253.764,2,0.1,31.0156
7698,UP-2013-9380,TEC-CAN-10004354,294.3,2,0.0,138.3
7699,IZ-2014-2130,FUR-HON-10001558,644.88,4,0.0,180.48
7700,MX-2014-108014,TEC-AC-10003367,386.3,5,0.0,169.9
7701,MX-2013-115742,OFF-ST-10000645,357.68,4,0.0,14.24
7702,CA-2012-112571,FUR-FU-10004188,204.6,2,0.0,53.196
7703,CA-2014-135937,FUR-TA-10001039,386.91,9,0.5,-185.7168
7704,RO-2013-9750,FUR-SAF-10002940,911.88,6,0.0,401.22
7705,SF-2012-5260,OFF-CUI-10001965,276.6,1,0.0,30.42
7706,IN-2013-85186,OFF-ST-10004341,536.64,4,0.0,64.32
7707,CA-2011-134278,TEC-CO-10001046,559.992,1,0.2,174.9975
7708,CG-2013-8200,FUR-SAF-10002846,439.5,1,0.0,17.58
7709,IN-2014-55912,TEC-PH-10004959,520.11,3,0.0,244.44
7710,CA-2012-100146,FUR-CH-10004495,722.352,3,0.2,81.2646
7711,MX-2011-134250,OFF-ST-10002685,395.82,3,0.0,3.9
7712,ES-2013-2313397,OFF-AR-10000715,158.22,6,0.0,64.8
7713,IN-2014-83723,FUR-BO-10001875,366.84,1,0.0,157.74
7714,US-2014-126179,TEC-PH-10001557,287.97,3,0.0,77.7519
7715,CA-2014-133004,OFF-AP-10002439,638.73,9,0.0,166.0698
7716,IN-2014-19967,TEC-CO-10000565,578.34,3,0.0,277.56
7717,ES-2011-5630309,TEC-AC-10000863,176.49,3,0.0,19.35
7718,IN-2014-75855,OFF-BI-10001032,246.0,5,0.0,81.15
7719,CA-2012-107937,FUR-FU-10002298,665.88,6,0.0,106.5408
7720,CA-2012-9610,OFF-ROG-10003898,846.6,4,0.0,372.48
7721,US-2014-154361,FUR-TA-10002065,825.216,3,0.2,-144.444
7722,MX-2011-161039,TEC-AC-10002629,372.192,6,0.2,120.912
7723,ES-2013-1220787,TEC-AC-10002738,232.62,2,0.0,69.78
7724,ES-2011-2681822,FUR-CH-10001674,307.395,5,0.1,99.045
7725,SA-2013-7790,FUR-HON-10000103,327.3,2,0.0,49.08
7726,UZ-2011-8840,TEC-CIS-10003017,151.83,1,0.0,37.95
7727,IN-2014-65194,TEC-AC-10003640,318.48,8,0.0,6.24
7728,CA-2013-107104,FUR-FU-10002937,595.38,6,0.0,297.69
7729,CA-2014-139402,OFF-PA-10004359,419.4,5,0.2,146.79
7730,IT-2014-2597250,FUR-CH-10002610,388.872,3,0.2,-82.638
7731,NI-2014-4600,TEC-MOT-10001927,311.688,8,0.7,-685.752
7732,ID-2012-82925,TEC-PH-10000160,350.352,4,0.4,-17.568
7733,MX-2012-111024,FUR-TA-10004937,1392.384,3,0.2,-121.836
7734,MX-2011-125983,FUR-CH-10001784,316.656,9,0.4,36.936
7735,CG-2012-8310,OFF-SME-10000746,795.6,4,0.0,222.72
7736,MX-2012-122630,TEC-CO-10000917,529.15956,3,0.002,78.43956
7737,MX-2012-169698,TEC-PH-10003945,333.66,3,0.0,3.3
7738,ID-2014-86033,TEC-CO-10002040,229.284,2,0.4,-7.656
7739,ES-2012-5677695,FUR-CH-10003842,518.4,8,0.1,63.36
7740,ES-2012-4014694,OFF-AR-10000727,248.7,5,0.0,59.55
7741,ES-2013-5778561,TEC-MA-10001569,214.2,3,0.15,17.64
7742,ES-2014-3811628,OFF-ST-10003455,497.592,4,0.4,-116.208
7743,IT-2011-4045107,TEC-CO-10003965,220.95,3,0.5,-220.95
7744,ES-2014-5240921,OFF-ST-10001547,424.2,2,0.0,161.16
7745,ES-2013-3687340,TEC-MA-10003743,1281.45,5,0.0,102.45
7746,ID-2014-83842,TEC-MA-10001330,206.784,2,0.4,-27.576
7747,ID-2014-75533,FUR-CH-10002626,226.557,3,0.1,98.127
7748,MX-2014-148719,OFF-AP-10004305,240.64,4,0.0,86.56
7749,IT-2013-3085011,OFF-AP-10003717,162.0,3,0.1,-12.6
7750,IN-2013-61239,TEC-AC-10001987,367.902,9,0.1,73.332
7751,IN-2014-36452,FUR-CH-10004196,1151.22,7,0.0,287.7
7752,ID-2014-35073,TEC-CO-10000679,529.9884,4,0.07,-34.2516
7753,ES-2011-5298002,OFF-PA-10001869,237.3,7,0.0,35.49
7754,CM-2014-5980,FUR-LES-10002613,465.0,1,0.0,79.05
7755,US-2014-117282,FUR-CH-10004755,263.136,4,0.4,-17.584
7756,CA-2012-116092,OFF-AP-10001391,541.44,6,0.0,157.0176
7757,ID-2014-35052,FUR-BO-10000699,465.0372,3,0.07,19.9872
7758,IN-2013-82771,OFF-EN-10000128,191.28,4,0.0,28.68
7759,MX-2012-115798,TEC-CO-10002381,281.61564,3,0.002,13.53564
7760,CA-2011-145387,FUR-TA-10003238,385.686,1,0.3,-60.6078
7761,CA-2014-163510,FUR-CH-10001146,304.45,5,0.0,76.1125
7762,MX-2011-135104,TEC-CO-10000043,253.98256,2,0.402,-128.29744
7763,MX-2014-143742,FUR-BO-10003291,194.448,3,0.2,24.288
7764,IN-2011-48009,TEC-MA-10001627,532.5,2,0.0,207.66
7765,CG-2014-1230,TEC-KON-10001388,264.99,1,0.0,119.22
7766,MA-2014-1150,TEC-STA-10003550,642.6,4,0.0,70.68
7767,IN-2011-34191,TEC-PH-10004618,363.4902,3,0.17,87.5502
7768,US-2014-116897,OFF-ST-10000025,477.15,5,0.0,28.629
7769,ID-2012-75316,FUR-CH-10000026,483.552,5,0.27,-152.448
7770,KE-2013-9550,OFF-TEN-10003148,816.72,4,0.0,48.96
7771,ES-2014-4238956,OFF-ST-10004597,844.02,6,0.0,8.28
7772,MX-2013-120740,TEC-CO-10002063,790.65552,4,0.002,101.37552
7773,ID-2013-72915,FUR-TA-10002833,705.8805,5,0.47,-506.1195
7774,SF-2011-4820,TEC-NOK-10000784,252.0,2,0.0,108.36
7775,ES-2012-4718907,FUR-FU-10004516,880.32,8,0.0,387.12
7776,ES-2014-4673578,FUR-CH-10004040,253.692,3,0.1,73.242
7777,EG-2014-9390,OFF-KLE-10004581,172.2,4,0.0,41.28
7778,US-2011-125521,FUR-CH-10003379,1139.92,4,0.0,284.98
7779,PL-2013-6380,TEC-SAN-10002477,474.48,12,0.0,218.16
7780,MX-2011-129420,FUR-CH-10003485,265.44,3,0.2,23.22
7781,MX-2012-165764,TEC-CO-10003678,669.21888,8,0.002,105.85888
7782,CA-2014-157987,FUR-TA-10001889,254.526,1,0.4,-93.3262
7783,CA-2014-163265,FUR-CH-10004063,600.558,3,0.3,-8.5794
7784,AG-2012-8490,FUR-SAU-10004221,599.28,4,0.0,179.76
7785,ES-2012-1030632,TEC-PH-10002597,491.94,6,0.4,-254.34
7786,JO-2012-9420,FUR-SAU-10000893,587.28,4,0.0,170.28
7787,ES-2014-4682575,TEC-CO-10002269,297.48,2,0.0,145.74
7788,ZA-2012-2040,TEC-NOK-10000784,504.0,4,0.0,216.72
7789,MX-2014-158631,TEC-PH-10001063,166.04,2,0.0,79.68
7790,IV-2014-5410,OFF-BIN-10001621,420.96,8,0.0,79.92
7791,IS-2012-750,FUR-HON-10001851,457.14,1,0.0,169.14
7792,MX-2014-142069,OFF-AP-10000407,1057.38,3,0.0,285.48
7793,MX-2013-133256,FUR-BO-10002324,597.36,6,0.0,203.04
